Order,Taxonomy Classification,Importances
0,Bacteria Actinobacteriota Actinobacteria Actinomycetales Actinomycetaceae Actinomyces,0.2037022182912452
1,Bacteria Actinobacteriota Actinobacteria Actinomycetales Actinomycetaceae Actinomyces Schaalia odontolytica,0.033521380631940594
2,Bacteria Bacteroidota Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella intermedia,0.1115873444786225
3,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Filifactor Filifactor alocis,0.034259494373839766
4,Bacteria Bacteroidota Bacteroidia Bacteroidales Tannerellaceae Tannerella Tannerella forsythia,0.049880838391734274
5,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema denticola,0.06176853786107493
6,Bacteria Bacteroidota Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas Porphyromonas gingivalis,0.016545182925199898
7,Bacteria Firmicutes Clostridia Lachnospirales Lachnospiraceae Oribacterium,0.0878572778778441
8,Bacteria Bacteroidota Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas,0.06550624480046582
9,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium durum,0.009804618262695883
10,Bacteria Actinobacteriota Actinobacteria Actinomycetales Actinomycetaceae Actinomyces Actinomyces graevenitzii,0.005010269187154394
11,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Treponema uncultured bacterium,0.016327815864900966
12,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Eubacterium nodatum group Eubacterium nodatum,0.05199506385926303
13,Bacteria Bacteroidota Bacteroidia Bacteroidales Prevotellaceae,0.00899663745388197
14,Bacteria Firmicutes Clostridia Lachnospirales Defluviitaleaceae Defluviitaleaceae UCG-011 Lachnospiraceae bacterium,0.0205696869110695
15,Bacteria Synergistota Synergistia Synergistales Synergistaceae Fretibacterium,0.006483929683577122
16,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema medium,0.08343461746669555
17,Bacteria Campilobacterota Campylobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter showae,0.0066987588727980205
18,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Eubacterium brachy group Eubacterium brachy,0.061862078686968316
19,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema maltophilum,0.00730823263156684
20,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Treponema,0.014345795972800801
21,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Eubacterium saphenum group Eubacterium saphenum,0.027227598347362846
22,Bacteria Firmicutes Bacilli Mycoplasmatales Mycoplasmataceae Mycoplasma Metamycoplasma faucium,0.015306377167297647
